tx_unix_ms(phone),rx_unix_ms(esp32),payload_counter,delta_ms,rssi_dbm,tx_device_name
1764006955657,1764006955080,1,-577,-62,A72Aziz
1764006956234,1764006956718,3,484,-68,A72Aziz
1764006957719,1764006957371,8,-348,-80,A72Aziz
1764006958321,1764006958891,10,570,-63,A72Aziz
1764006958619,1764006958169,11,-450,-68,A72Aziz
1764006958916,1764006959456,12,540,-69,A72Aziz
1764006959511,1764006959013,14,-498,-69,A72Aziz
1764006959808,1764006959314,15,-494,-75,A72Aziz
1764006960106,1764006960618,16,512,-76,A72Aziz
1764006960400,1764006960850,17,450,-67,A72Aziz
1764006960697,1764006960140,18,-557,-68,A72Aziz
1764006961589,1764006961161,21,-428,-62,A72Aziz
1764006961886,1764006961277,22,-609,-68,A72Aziz
1764006963377,1764006963955,27,578,-73,A72Aziz
1764006963674,1764006963271,28,-403,-67,A72Aziz
1764006963973,1764006964515,29,542,-66,A72Aziz
1764006964565,1764006964077,31,-488,-68,A72Aziz
1764006965146,1764006965636,33,490,-69,A72Aziz
1764006965442,1764006965918,34,476,-66,A72Aziz
1764006965735,1764006965201,35,-534,-66,A72Aziz
1764006966031,1764006966540,36,509,-73,A72Aziz
1764006966325,1764006966758,37,433,-73,A72Aziz
1764006966618,1764006966046,38,-572,-70,A72Aziz
1764006967215,1764006967619,40,404,-71,A72Aziz
1764006967514,1764006967889,41,375,-67,A72Aziz
1764006968983,1764006969589,46,606,-74,A72Aziz
1764006969577,1764006969139,48,-438,-65,A72Aziz
1764006969871,1764006970414,49,543,-67,A72Aziz
1764006970170,1764006970697,50,527,-66,A72Aziz
1764006970465,1764006970984,51,519,-69,A72Aziz
1764006970760,1764006970257,52,-503,-70,A72Aziz
1764006971057,1764006971540,53,483,-68,A72Aziz
1764006971358,1764006971825,54,467,-68,A72Aziz
1764006971659,1764006971110,55,-549,-66,A72Aziz
1764006971957,1764006972391,56,434,-65,A72Aziz
1764006972256,1764006972664,57,408,-73,A72Aziz
1764006972553,1764006972950,58,397,-74,A72Aziz
1764006972853,1764006972234,59,-619,-66,A72Aziz
1764006974038,1764006974642,63,604,-66,A72Aziz
1764006974341,1764006974923,64,582,-73,A72Aziz
1764006974636,1764006974201,65,-435,-68,A72Aziz
1764006974933,1764006975540,66,607,-71,A72Aziz
1764006975528,1764006975048,68,-480,-68,A72Aziz
1764006976137,1764006976606,70,469,-71,A72Aziz
1764006976433,1764006976971,71,538,-74,A72Aziz
1764006976728,1764006976171,72,-557,-65,A72Aziz
1764006977321,1764006977733,74,412,-78,A72Aziz
1764006977619,1764006977009,75,-610,-70,A72Aziz
1764006977917,1764006977293,76,-624,-66,A72Aziz
1764006979100,1764006979695,80,595,-67,A72Aziz
1764006979397,1764006979975,81,578,-65,A72Aziz
1764006979693,1764006979268,82,-425,-63,A72Aziz
