tx_unix_ms(phone),rx_unix_ms(esp32),payload_counter,delta_ms,rssi_dbm,tx_device_name
1764007175041,1764007175445,0,404,-65,A72Aziz
1764007175314,1764007175724,1,410,-62,A72Aziz
1764007175593,1764007175045,2,-548,-64,A72Aziz
1764007175881,1764007175281,3,-600,-62,A72Aziz
1764007176173,1764007176563,4,390,-66,A72Aziz
1764007176453,1764007176853,5,400,-64,A72Aziz
1764007176733,1764007176127,6,-606,-64,A72Aziz
1764007177007,1764007177419,7,412,-61,A72Aziz
1764007177283,1764007177695,8,412,-63,A72Aziz
1764007177567,1764007177989,9,422,-65,A72Aziz
1764007177845,1764007178443,10,598,-64,A72Aziz
1764007178121,1764007178560,11,439,-62,A72Aziz
1764007178404,1764007178815,12,411,-65,A72Aziz
1764007178989,1764007178384,14,-605,-64,A72Aziz
1764007179276,1764007179663,15,387,-60,A72Aziz
1764007179565,1764007179941,16,376,-64,A72Aziz
1764007179856,1764007179222,17,-634,-61,A72Aziz
1764007181329,1764007181935,22,606,-67,A72Aziz
1764007181920,1764007182489,24,569,-67,A72Aziz
1764007182513,1764007182040,26,-473,-62,A72Aziz
1764007182811,1764007182320,27,-491,-67,A72Aziz
1764007183112,1764007183600,28,488,-67,A72Aziz
1764007183703,1764007183188,30,-515,-63,A72Aziz
1764007184002,1764007184446,31,444,-64,A72Aziz
1764007184296,1764007184721,32,425,-65,A72Aziz
1764007184587,1764007184015,33,-572,-66,A72Aziz
1764007184857,1764007184289,34,-568,-63,A72Aziz
1764007185150,1764007185568,35,418,-67,A72Aziz
1764007185445,1764007185857,36,412,-66,A72Aziz
1764007186038,1764007186405,38,367,-68,A72Aziz
1764007186335,1764007186687,39,352,-65,A72Aziz
1764007188113,1764007188653,45,540,-63,A72Aziz
1764007188410,1764007188952,46,542,-69,A72Aziz
1764007188710,1764007188220,47,-490,-68,A72Aziz
1764007189006,1764007189567,48,561,-62,A72Aziz
1764007189302,1764007189778,49,476,-64,A72Aziz
1764007189598,1764007189127,50,-471,-64,A72Aziz
1764007189892,1764007190434,51,542,-62,A72Aziz
1764007190484,1764007190946,53,462,-63,A72Aziz
1764007190780,1764007190189,54,-591,-62,A72Aziz
1764007191080,1764007191476,55,396,-62,A72Aziz
1764007191677,1764007191046,57,-631,-62,A72Aziz
1764007192861,1764007193450,61,589,-60,A72Aziz
1764007193157,1764007193725,62,568,-60,A72Aziz
1764007193450,1764007193998,63,548,-61,A72Aziz
1764007193748,1764007193284,64,-464,-63,A72Aziz
1764007194045,1764007194584,65,539,-59,A72Aziz
1764007194341,1764007194845,66,504,-60,A72Aziz
1764007194645,1764007194131,67,-514,-59,A72Aziz
1764007195538,1764007195971,70,433,-63,A72Aziz
1764007195839,1764007195254,71,-585,-65,A72Aziz
1764007196135,1764007196538,72,403,-64,A72Aziz
1764007196432,1764007196820,73,388,-60,A72Aziz
1764007196725,1764007196099,74,-626,-62,A72Aziz
1764007197023,1764007197390,75,367,-60,A72Aziz
1764007198201,1764007198785,79,584,-62,A72Aziz
1764007198499,1764007198074,80,-425,-60,A72Aziz
1764007198797,1764007198345,81,-452,-63,A72Aziz
1764007199093,1764007199625,82,532,-60,A72Aziz
1764007199686,1764007199190,84,-496,-60,A72Aziz
1764007200296,1764007200753,86,457,-59,A72Aziz
1764007200591,1764007200027,87,-564,-62,A72Aziz
1764007200887,1764007200327,88,-560,-63,A72Aziz
1764007201777,1764007201166,91,-611,-63,A72Aziz
1764007202077,1764007202451,92,374,-59,A72Aziz
1764007202967,1764007203563,95,596,-63,A72Aziz
1764007203559,1764007203134,97,-425,-59,A72Aziz
1764007203857,1764007204414,98,557,-62,A72Aziz
1764007204157,1764007204690,99,533,-63,A72Aziz
1764007204753,1764007204255,101,-498,-59,A72Aziz
1764007205046,1764007205541,102,495,-62,A72Aziz
1764007205345,1764007205816,103,471,-63,A72Aziz
1764007205938,1764007205377,105,-561,-62,A72Aziz
1764007206527,1764007206943,107,416,-63,A72Aziz
1764007207119,1764007207508,109,389,-63,A72Aziz
1764007208621,1764007208189,114,-432,-60,A72Aziz
1764007208918,1764007209473,115,555,-62,A72Aziz
1764007209216,1764007209787,116,571,-64,A72Aziz
1764007209517,1764007209046,117,-471,-61,A72Aziz
1764007209816,1764007209319,118,-497,-61,A72Aziz
1764007210115,1764007210600,119,485,-61,A72Aziz
1764007210706,1764007210158,121,-548,-60,A72Aziz
1764007211006,1764007211434,122,428,-60,A72Aziz
1764007211595,1764007211000,124,-595,-60,A72Aziz
1764007211895,1764007211286,125,-609,-63,A72Aziz
1764007212194,1764007212574,126,380,-63,A72Aziz
1764007213088,1764007213693,129,605,-62,A72Aziz
1764007213395,1764007213971,130,576,-60,A72Aziz
1764007213954,1764007214533,132,579,-60,A72Aziz
1764007214235,1764007214810,133,575,-60,A72Aziz
1764007214517,1764007214112,134,-405,-63,A72Aziz
1764007214801,1764007214380,135,-421,-63,A72Aziz
1764007215084,1764007215665,136,581,-61,A72Aziz
1764007215376,1764007215944,137,568,-60,A72Aziz
1764007215668,1764007215219,138,-449,-61,A72Aziz
1764007215973,1764007216498,139,525,-63,A72Aziz
1764007216261,1764007216783,140,522,-63,A72Aziz
1764007216547,1764007216064,141,-483,-64,A72Aziz
1764007216825,1764007216340,142,-485,-61,A72Aziz
1764007217107,1764007217623,143,516,-62,A72Aziz
1764007217403,1764007217912,144,509,-63,A72Aziz
1764007217693,1764007217276,145,-417,-63,A72Aziz
1764007217982,1764007218473,146,491,-62,A72Aziz
1764007218273,1764007218746,147,473,-61,A72Aziz
1764007218562,1764007218057,148,-505,-63,A72Aziz
1764007218852,1764007218316,149,-536,-63,A72Aziz
1764007219145,1764007219596,150,451,-64,A72Aziz
1764007219435,1764007219873,151,438,-62,A72Aziz
1764007219724,1764007219160,152,-564,-63,A72Aziz
1764007220017,1764007220443,153,426,-63,A72Aziz
1764007220606,1764007220000,155,-606,-64,A72Aziz
1764007220902,1764007220281,156,-621,-62,A72Aziz
1764007221484,1764007221858,158,374,-63,A72Aziz
1764007222658,1764007222253,162,-405,-63,A72Aziz
1764007222954,1764007223628,163,674,-62,A72Aziz
1764007223248,1764007223937,164,689,-62,A72Aziz
1764007223836,1764007223377,166,-459,-62,A72Aziz
1764007224130,1764007224676,167,546,-63,A72Aziz
1764007224718,1764007224276,169,-442,-63,A72Aziz
1764007225010,1764007225528,170,518,-62,A72Aziz
1764007225301,1764007225785,171,484,-62,A72Aziz
1764007225884,1764007225348,173,-536,-63,A72Aziz
1764007226757,1764007226201,176,-556,-64,A72Aziz
1764007227631,1764007227144,179,-487,-63,A72Aziz
1764007227929,1764007227313,180,-616,-63,A72Aziz
1764007228222,1764007228597,181,375,-62,A72Aziz
1764007228516,1764007228876,182,360,-63,A72Aziz
1764007229691,1764007229281,186,-410,-61,A72Aziz
1764007230276,1764007230845,188,569,-62,A72Aziz
1764007230569,1764007230126,189,-443,-62,A72Aziz
1764007230861,1764007231412,190,551,-63,A72Aziz
1764007231155,1764007231689,191,534,-64,A72Aziz
1764007231449,1764007231970,192,521,-62,A72Aziz
1764007231739,1764007231251,193,-488,-62,A72Aziz
1764007232326,1764007232811,195,485,-63,A72Aziz
1764007232618,1764007232094,196,-524,-62,A72Aziz
1764007232914,1764007233389,197,475,-62,A72Aziz
1764007233507,1764007233019,199,-488,-63,A72Aziz
1764007233802,1764007233220,200,-582,-63,A72Aziz
